0.00	0.10	557934	10999	546935
0.10	0.20	1222	1010	212
0.20	0.30	1532	1490	42
0.30	0.40	373	355	18
0.40	0.50	879	874	5
0.50	0.60	245	245	0
0.60	0.70	544	544	0
0.70	0.80	371	371	0
0.80	0.90	447	447	0
0.90	1.00	1317	1317	0
